code,kind,name,price,comment,score,province,city,star
gheshm-iran zamin,hotel,هتل ایران زمین قشم,,,,هرمزگان,قشم,(۲ ستاره)
qeshm-singo,hotel,هتل سینگو,,(۱۳),۳.۵,هرمزگان,قشم,(۳ ستاره)
gheshm-shahriar,hotel,هتل شهریار,,(۳),۳.۲,هرمزگان,قشم,(۳ ستاره)
minab-sadaf,hotel,هتل صدف,,,,هرمزگان,میناب,(۳ ستاره)
hormoz-sahelesorkh,hotel,هتل ساحل سرخ,,,,هرمزگان,هرمز,(۳ ستاره)
kish-parsnik,hotel,هتل پارس نیک,,,,هرمزگان,کیش,(۳ ستاره)
gheshm-ataman,hotel,هتل آتامان قشم,,(۱۳),۴.۴,هرمزگان,قشم,(۴ ستاره)
kish-shaili,hotel,هتل شایلی,,(۵۱),۴.۱,هرمزگان,کیش,(۳ ستاره)
kish-aramesh,hotel,هتل آرامش,,(۳),۳.۲,هرمزگان,کیش,(۳ ستاره)
kish-arian,hotel,هتل آریان,,(۶),۳.۴,هرمزگان,کیش,(۴ ستاره)
kish-kourosh,hotel,هتل کوروش,,(۴),۳.۸,هرمزگان,کیش,(۵ ستاره)
kish-parmida,hotel,هتل پارمیدا,,(۴),۳.۸,هرمزگان,کیش,(۴ ستاره)
kish-ghoghnoos,hotel,هتل ققنوس,,(۱۴),۲,هرمزگان,کیش,(۱ ستاره)
kish-daryoush,hotel,هتل داریوش,,(۳۹),۴.۵,هرمزگان,کیش,(۵ ستاره)
gheshm-rokhsar,hotel,هتل رخسار قشم,,(۲۳),۴,هرمزگان,قشم,(۳ ستاره)
qeshm-park,hotel,هتل پارک,,(۷),۲.۳,هرمزگان,قشم,(۲ ستاره)
gheghm-arta,hotel,هتل آرتا قشم,,(۱),۳.۶,هرمزگان,قشم,(۴ ستاره)
gheshm-arman,hotel,هتل آرمان,,(۵),۲.۲,هرمزگان,قشم,(۳ ستاره)
gheshm-sama2,hotel,هتل سما ۲,,,,هرمزگان,قشم,(۳ ستاره)
kish-mirazh,hotel,هتل میراژ,,(۳۲),۳.۷,هرمزگان,کیش,(۵ ستاره)
08bc38138e,hotel,هتل  ارم,,,,هرمزگان,کیش,(۴ ستاره)
qeshm-asmari,hotel,هتل آسماری,,(۱۸),۳.۶,هرمزگان,قشم,(۲ ستاره)
cbdb291fa8,hotel,هتل توس,,,,هرمزگان,قشم,(۱ ستاره)
qeshm-khalij-fars,hotel,هتل ساحلی خلیج فارس,,(۶),۲.۶,هرمزگان,قشم,(۳ ستاره)
gheshm-alale2,hotel,هتل آلاله۲,,(۴),۳.۶,هرمزگان,قشم,(۳ ستاره)
gheshm-nakhl,hotel,هتل نخل هنگام,,(۶),۳.۶,هرمزگان,قشم,(۲ ستاره)
gheshm-alale1,hotel,هتل آلاله ۱,,(۱),۱.۴,هرمزگان,قشم,(۱ ستاره)
qeshm-kimia2,hotel,هتل کیمیا ۲,,(۱۴),۴.۲,هرمزگان,قشم,(۳ ستاره)
bandarabas-atilar1,hotel,هتل آتیلار ۱ و ۲,,(۱۶),۳.۷,هرمزگان,بندر عباس,(۴ ستاره)
kish-lilium,hotel,هتل لیلیوم,,(۱۵),۳.۹,هرمزگان,کیش,(۴ ستاره)
kish-parsian,hotel,هتل پارسیان,,(۱۵),۳.۵,هرمزگان,کیش,(۳ ستاره)
kish-aramis,hotel,هتل آرامیس,,(۹۶),۳.۸,هرمزگان,کیش,(۴ ستاره)
gheshm-diamond,hotel,هتل دیاموند,,(۲),۴,هرمزگان,قشم,(۳ ستاره)
kish-abadgaran,hotel,هتل آبادگران,,(۲),۲.۹,هرمزگان,کیش,(۳ ستاره)
kish-maryam,hotel,هتل سورینت مریم,,(۲۴),۳.۷,هرمزگان,کیش,(۴ ستاره)
kish-toranj,hotel,هتل ترنج,,(۵۹),۳.۷,هرمزگان,کیش,(۵ ستاره)
kish-farabi,hotel,هتل فارابی,,,,هرمزگان,کیش,(۲ ستاره)
kish-simorgh,hotel,هتل سیمرغ,,(۳),۳.۱,هرمزگان,کیش,(۳ ستاره)
kish-flamingo,hotel,هتل فلامینگو,,(۹۰),۴.۱,هرمزگان,کیش,(۴ ستاره)
kish-paniz,hotel,هتل پانیذ,,,,هرمزگان,کیش,(۲ ستاره)
qeshm-behesht,hotel,هتل بهشت,,(۶),۱.۷,هرمزگان,قشم,(۳ ستاره)
kish-lotos,hotel,هتل لوتوس,,(۱۴),۳,هرمزگان,کیش,(۳ ستاره)
kish-pamris,hotel,هتل پارمیس,,(۲۸),۳.۵,هرمزگان,کیش,(۵ ستاره)
gheshm-arash,hotel,هتل آرش,,(۳),۳.۵,هرمزگان,قشم,(۳ ستاره)
gheshmn-alvand,hotel,هتل الوند,,(۲),۲,هرمزگان,قشم,(۳ ستاره)
gheshm-persia,hotel,هتل پرشیا,,(۲۳),۳.۶,هرمزگان,قشم,(۳ ستاره)
qeshm-sama,hotel,هتل سما ۱,,(۳),۳.۸,هرمزگان,قشم,(۳ ستاره)
0ccd693f89,hotel,هتل قدس,,,,هرمزگان,بندر عباس,(۱ ستاره)
bandarabas-homa,hotel,هتل هما,,(۳۰),۳.۵,هرمزگان,بندر عباس,(۵ ستاره)
kish-lotos,hotel,هتل لوتوس,,(۱۴),۳,هرمزگان,کیش,(۳ ستاره)
kish-pamris,hotel,هتل پارمیس,,(۲۸),۳.۵,هرمزگان,کیش,(۵ ستاره)
gheshm-arash,hotel,هتل آرش,,(۳),۳.۵,هرمزگان,قشم,(۳ ستاره)
hamedan-katibeh,hotel,"هتل کتیبه 
همدان",,(۶),۴.۳,همدان,همدان,(۴ ستاره)
hamedan_amiran,hotel,هتل بین المللی امیران,,(۳۱),۳.۹,همدان,همدان,(۴ ستاره)
hamedan-babataher,hotel,هتل باباطاهر,,(۱۴),۳.۳,همدان,همدان,(۴ ستاره)
hamedan-azadi,hotel,هتل پارسیان آزادی,,(۲۴),۳.۷,همدان,همدان,(۴ ستاره)
hamedan-amiran2,hotel,هتل بین المللی امیران ۲,,(۱۸),۳.۹,همدان,همدان,(۴ ستاره)
hamedan-booali,hotel,هتل بوعلی,,(۷),۴,همدان,همدان,(۴ ستاره)
hamedan-khatam,hotel,هتل خاتم,,(۱۵),۳.۱,همدان,همدان,(۳ ستاره)
hamedan-alisadr,hotel,هتل جهانگردی علیصدر,,(۲),۲.۸,همدان,همدان,(۲ ستاره)
hamedan-venedik,hotel,هتل وندیک,,(۱),۱,همدان,همدان,(۳ ستاره)
safir-hamedan,hotel,هتل  سفیر,,(۳),۳,همدان,همدان,(۳ ستاره)
parsian azadi hotel hamedan,hotel,"هتل پارسیان آزادی 
همدان",,,,همدان,همدان,(۱ ستاره)
hamedan-varzesh,hotel,هتل ورزش,,(۱۹),۳.۴,همدان,همدان,(۳ ستاره)
hamedan-ganjnameh,hotel,هتل گنجنامه,,(۹),۲.۸,همدان,همدان,(۱ ستاره)
b96ff3138d,hotel,هتل کتیبه,,,,همدان,همدان,(۱ ستاره)
yazd-jahangardi,hotel,هتل جهانگردی,,,,یزد,یزد,(۳ ستاره)
yazd-mehr,hotel,هتل سنتی مهر,,(۱),۳.۶,یزد,یزد,(۳ ستاره)
yazd-dad,hotel,هتل داد,,(۴۱),۴,یزد,یزد,(۴ ستاره)
yazd-laleh,hotel,هتل لاله,,(۴),۴,یزد,یزد,(۳ ستاره)
yazd-safaiyeh,hotel,هتل پارسیان صفائیه,,(۳۰),۴.۱,یزد,یزد,(۵ ستاره)
yazd-arg,hotel,هتل ارگ,,(۷),۴.۳,یزد,یزد,(۴ ستاره)
yazd-azadi,hotel,هتل پارسیان آزادی,,(۷),۳.۸,یزد,یزد,(۳ ستاره)
yazd-hooman,hotel,هتل سنتی هومان,,(۳),۵,یزد,یزد,(۳ ستاره)
yazd-moshirolmamalek,hotel,هتل باغ مشیر الممالک,,(۱۵),۴.۲,یزد,یزد,(۴ ستاره)
yazd-malekotojar,hotel,هتل ملک التجار,,(۴),۲.۶,یزد,یزد,(۴ ستاره)
yazd-fahadan,hotel,هتل موزه فهادان,,(۳),۲.۳,یزد,یزد,(۴ ستاره)
yazd-khanedohad,hotel,هتل سنتی خوان دوحد,,(۱۸),۳.۵,یزد,یزد,(۳ ستاره)
yazd-vali,hotel,هتل والی,,(۳),۲.۶,یزد,یزد,(۳ ستاره)
yazd-tehrani,hotel,هتل تهرانی,,(۴),۱.۷,یزد,یزد,(۴ ستاره)
yazd-baghmorshed,hotel,هتل باغ مرشد,,(۳),۳.۳,یزد,یزد,(۱ ستاره)
yazd-mozaffar,hotel,هتل سنتی مظفر,,(۱۷),۴.۱,یزد,یزد,(۳ ستاره)
firoozeh-yazd,hotel,هتل فیروزه,,(۴۰),۴.۷,یزد,یزد,(۳ ستاره)
yazd-alzahra,hotel,هتل الزهرا,,(۷),۳.۴,یزد,یزد,(۳ ستاره)
8765a1ce30,hotel,هتل رستوران ستاره شهر,,,,یزد,مهریز,(۱ ستاره)
taft-shirkooh,hotel,هتل شیرکوه,,,,یزد,تفت,(۲ ستاره)
yazd-kohan,hotel,هتل سرای کهن,,(۲),۴.۲,یزد,یزد,(۲ ستاره)
yazd-zanbagh,hotel,هتل زنبق,,(۱۰),۴.۱,یزد,یزد,(۴ ستاره)
yazd-fazeli,hotel,هتل فاضلی,,(۱۷),۴,یزد,یزد,(۳ ستاره)
4534367347,hotel,هتل  کاروان,,,,یزد,یزد,(۳ ستاره)
yazd-rose,hotel,هتل سنتی رز,,(۱),۱.۶,یزد,یزد,(۳ ستاره)
ddf24751f5,hotel,هتل باغ شهران,,(۵),۴,یزد,یزد,(۱ ستاره)
yazd-sonatisoroosh,hotel,هتل سنتی سروش,,(۷),۴.۵,یزد,یزد,(۱ ستاره)
yazd-koroush,hotel,هتل سنتی کوروش,,(۲),۲.۸,یزد,یزد,(۲ ستاره)
meibod-behjat,hotel,هتل بهجت,,(۶),۱.۹,یزد,میبد,(۳ ستاره)
60d0bc0ae3,hotel,هتل علمدار,,,,یزد,بافق,(۱ ستاره)
ardakan-kariz,hotel,هتل کاریز,,(۱),۳,یزد,اردکان,(۱ ستاره)
yazd-kohankashane,hotel,هتل کهن کاشانه,,(۲),۳.۹,یزد,یزد,(۲ ستاره)
yazd-atlas,hotel,هتل اطلس,,(۱),۲.۶,یزد,یزد,(۲ ستاره)
parsian safayieh hotel,hotel,هتل پارسیان صفاییه,,,,یزد,یزد,(۵ ستاره)
yazd-rahoma,hotel,هتل راه و ما,,(۱۳),۴.۲,یزد,یزد,(۴ ستاره)
yazd-moshir,hotel,هتل کاروانسرا مشیر,,(۵),۴,یزد,یزد,(۲ ستاره)
yazd-moshir,hotel,هتل کاروانسرا مشیر,,(۵),۴,یزد,یزد,(۲ ستاره)
yazd-adibolmamalek,hotel,هتل سنتی ادیب الممالک,,(۴),۲.۱,یزد,یزد,(۲ ستاره)
364f5789d2,hotel,هتل جاده ابریشم,,,,یزد,یزد,(۱ ستاره)
yazd-shargh,hotel,هتل سنتی شرق,,,,یزد,یزد,(۲ ستاره)
255739cceb,hotel,هتل  میلاد نور,,,,یزد,یزد,(۱ ستاره)
safaiyeh hotel,hotel,هتل صفاییه,,,,یزد,یزد,(۱ ستاره)
yazd-labekhandagh,hotel,هتل تاریخی لب خندق,,(۲),۳.۸,یزد,یزد,(۳ ستاره)
